year,month,day,title,length,file,title_length,date
2023,6,20,Why does Israel keep raiding the Jenin refugee camp?,677,2023-06-20_3500.txt,52,2023-06-20
2023,5,2,Senator urges release of new US report on killing of Abu Akleh,683,2023-05-02_3607.txt,62,2023-05-02
2023,5,23,"Najwa, a Palestinian woman paralysed in Israel’s assault on Gaza",684,2023-05-23_3545.txt,64,2023-05-23
2023,1,27,"Rockets, air attacks in Gaza follow deadly Israeli raid in Jenin",691,2023-01-27_3773.txt,64,2023-01-27
2023,5,3,Gaza truce holds as Palestinians protest death of hunger striker,696,2023-05-03_3605.txt,64,2023-05-03
2023,3,19,Israeli wounded in occupied West Bank shooting,701,2023-03-19_3683.txt,46,2023-03-19
2023,1,19,Jake Sullivan meets Netanyahu amid rise of Israeli far right,702,2023-01-19_3786.txt,60,2023-01-19
2023,1,17,Israeli police stopped Jordan envoy from entering Al-Aqsa Mosque,702,2023-01-17_3791.txt,64,2023-01-17
2023,1,6,"UN Security Council stresses Al-Aqsa status quo, takes no action",704,2023-01-06_3806.txt,64,2023-01-06
2023,2,20,UN Security Council voices ‘dismay’ over Israeli settlements,706,2023-02-20_3725.txt,60,2023-02-20
2023,3,24,"UN commission ends hearings on rights abuses in Israel, Palestine",709,2023-03-24_3674.txt,65,2023-03-24
2023,1,28,World reacts to rising violence in Israel-Palestine conflict,709,2023-01-28_3767.txt,60,2023-01-28
2023,4,5,Hear from the Palestinians attacked in Israel’s raid on Al-Aqsa,716,2023-04-05_3652.txt,63,2023-04-05
2023,2,22,Palestinian parties condemn PA over UN vote withdrawal,721,2023-02-22_3720.txt,54,2023-02-22
2023,6,13,Why Shin Bet may be used to police Palestinian areas in Israel,722,2023-06-13_3516.txt,62,2023-06-13
2023,3,7,Israeli forces kill at least 6 Palestinians in latest Jenin raid,722,2023-03-07_3693.txt,64,2023-03-07
2023,5,3,"Palestinian groups, Israeli forces agree to Gaza ceasefire",726,2023-05-03_3606.txt,58,2023-05-03
2023,6,14,US to address killing of American citizen ‘directly’ with Israel,729,2023-06-14_3511.txt,64,2023-06-14
2023,6,5,"US report on Abu Akleh killing must be made public, senator urges",731,2023-06-05_3524.txt,65,2023-06-05
2023,1,29,Blinken arrives in Egypt as Israeli-Palestinian tensions soar,734,2023-01-29_3762.txt,61,2023-01-29
2023,3,31,Palestinians in Gaza condemn Israeli occupation on Land Day,735,2023-03-31_3667.txt,59,2023-03-31
2023,2,19,Israeli diplomat removed from African Union summit,736,2023-02-19_3728.txt,50,2023-02-19
2023,2,20,Mass protests as Israel moves ahead with judicial ‘reform’,738,2023-02-20_3726.txt,58,2023-02-20
2023,3,8,Palestinian security forces fire tear gas at fighter’s funeral,739,2023-03-08_3692.txt,62,2023-03-08
2023,5,16,Palestine’s Abbas calls on UN to ‘suspend’ Israel as Nakba marked,743,2023-05-16_3559.txt,65,2023-05-16
2023,3,13,Palestinians declared dead turn out to be alive,743,2023-03-13_3686.txt,47,2023-03-13
2023,1,27,"Majida Obaid, killed by Israeli forces in Jenin, was ‘very loved’",752,2023-01-27_3771.txt,65,2023-01-27
2023,1,2,Israeli forces kill two Palestinian men in occupied West Bank,754,2023-01-02_3818.txt,61,2023-01-02
2023,6,6,Hundreds of Palestinians bury toddler killed by Israeli forces,757,2023-06-06_3523.txt,62,2023-06-06
2023,6,28,Saudi Arabia-Israel normalisation difficult but possible: Blinken,759,2023-06-28_3475.txt,65,2023-06-28
2023,5,18,Israel fires on Palestinians protesting ‘flag march’ in Gaza,762,2023-05-18_3553.txt,60,2023-05-18
2023,4,14,Congress members urge probe into use of US weapons by Israel,764,2023-04-14_3623.txt,60,2023-04-14
2023,5,29,Photos: Memories of Nakba inspire Palestinian artist’s work,765,2023-05-29_3535.txt,59,2023-05-29
2023,6,23,US says ‘engaging’ with Israel after West Bank settler attacks,766,2023-06-23_3483.txt,62,2023-06-23
2023,1,27,"After Jenin, is a third Palestinian uprising inevitable?",773,2023-01-27_3772.txt,56,2023-01-27
2023,1,30,"Blinken urges calm, reaffirms ‘ironclad’ US support for Israel",779,2023-01-30_3758.txt,62,2023-01-30
2023,3,28,Settlers attack Palestinians in Huwara amid Israeli army presence,779,2023-03-28_3671.txt,65,2023-03-28
2023,1,31,Blinken criticises settlements but stresses US support for Israel,782,2023-01-31_3755.txt,65,2023-01-31
2023,6,23,"Middle East roundup: Jenin, the refugee camp on Israel’s radar",783,2023-06-23_3485.txt,62,2023-06-23
2023,4,12,Church criticises Israel’s ‘heavy-handed restrictions’ on Easter,784,2023-04-12_3625.txt,64,2023-04-12
2023,5,2,Palestinian hunger striker Khader Adnan dies in Israeli prison,784,2023-05-02_3614.txt,62,2023-05-02
2023,5,11,Cornerstone laid for Shireen Abu Akleh press museum in Palestine,785,2023-05-11_3574.txt,64,2023-05-11
2023,1,29,Netanyahu announces plans to arm Israelis after Jerusalem attack,787,2023-01-29_3766.txt,64,2023-01-29
2023,2,26,Jordan hosts Israel-Palestine talks as violence escalates,791,2023-02-26_3712.txt,57,2023-02-26
2023,5,26,‘Civil society killer’: Israel tax bill threatens to silence NGOs,792,2023-05-26_3540.txt,65,2023-05-26
2023,6,17,Four Hajj delegations leave besieged Gaza to Mecca,794,2023-06-17_3506.txt,50,2023-06-17
2023,1,23,Protests after Israeli threats to remove Palestinian village,807,2023-01-23_3784.txt,60,2023-01-23
2023,1,12,Israel kills 3 Palestinians as raids continue in West Bank,812,2023-01-12_3796.txt,58,2023-01-12
2023,4,11,What does the ‘status quo’ mean at Jerusalem’s Al-Aqsa Mosque?,816,2023-04-11_3634.txt,62,2023-04-11
2023,6,22,"Mourning a home filled with memories, destroyed by Israel’s army",817,2023-06-22_3488.txt,64,2023-06-22
2023,4,2,Israeli cabinet approves Ben-Gvir’s ‘national guard’ plan,817,2023-04-02_3662.txt,57,2023-04-02
2023,3,7,Israeli attack wounds Palestinians as settlers and soldiers dance,818,2023-03-07_3694.txt,65,2023-03-07
2023,5,11,"One year on, no justice at ICC for Shireen Abu Akleh",825,2023-05-11_3582.txt,52,2023-05-11
2023,4,9,Israel launches artillery attacks on Syria after rocket fire,831,2023-04-09_3639.txt,60,2023-04-09
2023,3,2,US faces growing call to deny entry to Israel’s Bezalel Smotrich,832,2023-03-02_3699.txt,64,2023-03-02
2023,4,5,World reaction to Israeli attack at Jerusalem’s Al-Aqsa Mosque,832,2023-04-05_3651.txt,62,2023-04-05
2023,2,26,Two Israelis killed in occupied West Bank attack,835,2023-02-26_3711.txt,48,2023-02-26
2023,3,1,Palestine’s Huwara should be wiped out: Top Israeli minister,836,2023-03-01_3702.txt,60,2023-03-01
2023,3,3,Israeli minister inciting violence with remarks: UN rights chief,838,2023-03-03_3696.txt,64,2023-03-03
2023,4,6,Israeli forces attack Palestinians in Al-Aqsa for second time,844,2023-04-06_3649.txt,61,2023-04-06
2023,1,29,Netanyahu gives Israelis ‘green light to shoot Palestinians’,844,2023-01-29_3763.txt,60,2023-01-29
2023,6,23,"Russia on UN ‘list of shame’ for killing children, Israel absent",847,2023-06-23_3487.txt,64,2023-06-23
2023,6,16,The real problem with Israel’s ‘collective punishment’,851,2023-06-16_3508.txt,54,2023-06-16
2023,4,8,"After a night of air raids, Palestinians in Gaza fear escalation",851,2023-04-08_3640.txt,64,2023-04-08
2023,2,23,"Israel bombs Gaza after rocket fire, deadly Nablus raid",857,2023-02-23_3718.txt,55,2023-02-23
2023,4,7,Israel’s violence is open terrorism — stop calling it ‘clashes’,861,2023-04-07_3646.txt,63,2023-04-07
2023,6,14,Israeli forces face no charges over death of Palestinian-American,862,2023-06-14_3514.txt,65,2023-06-14
2023,5,18,Palestinians brace as far-right Israelis march in East Jerusalem,865,2023-05-18_3555.txt,64,2023-05-18
2023,2,24,"Israeli forces kill Palestinian, thousands protest violent raids",866,2023-02-24_3714.txt,64,2023-02-24
2023,6,21,Palestinian killed as Israeli settlers attack West Bank village,866,2023-06-21_3494.txt,63,2023-06-21
2023,6,28,"Israeli, Palestinian officials discuss violence in West Bank",870,2023-06-28_3477.txt,60,2023-06-28
2023,6,20,Four Israeli settlers killed in attack in the occupied West Bank,873,2023-06-20_3498.txt,64,2023-06-20
2023,5,12,Children in Gaza experience ‘trauma beyond their endurance’,879,2023-05-12_3570.txt,59,2023-05-12
2023,5,11,Israel’s prime target: What is Palestinian Islamic Jihad?,881,2023-05-11_3576.txt,57,2023-05-11
2023,4,5,What’s behind the Ramadan raids at Jerusalem’s Al-Aqsa Mosque?,892,2023-04-05_3653.txt,62,2023-04-05
2023,6,29,"‘No singing, no joy’: How settlers ruined a Palestinian wedding",892,2023-06-29_3473.txt,63,2023-06-29
2023,4,18,"For Palestinians, holiest Ramadan night starts at checkpoint",896,2023-04-18_3621.txt,60,2023-04-18
2023,1,27,"Israel air attacks hit Gaza, escalation fears after Jenin raid",899,2023-01-27_3774.txt,62,2023-01-27
2023,4,3,Analysis: Why does Israel’s Ben-Gvir want a ‘national guard’?,906,2023-04-03_3658.txt,61,2023-04-03
2023,5,18,‘We won’t forget’: US lawmakers call for justice for Abu Akleh,907,2023-05-18_3550.txt,62,2023-05-18
2023,2,26,Israel and Palestinians agree on steps to curb violence,910,2023-02-26_3710.txt,55,2023-02-26
2023,6,26,Israel approves plans for thousands of illegal settlement homes,917,2023-06-26_3480.txt,63,2023-06-26
2023,5,10,A Palestinian cultural memorial in honour of Shireen Abu Akleh,918,2023-05-10_3586.txt,62,2023-05-10
2023,3,10,"Turmoil in Israel, trepidation in Palestine",918,2023-03-10_3688.txt,43,2023-03-10
2023,5,11,US journalists renew calls for justice for Shireen Abu Akleh,927,2023-05-11_3573.txt,60,2023-05-11
2023,1,30,US not interested in pressing Israel amid violence: Experts,931,2023-01-30_3757.txt,59,2023-01-30
2023,2,2,Republicans kick Ilhan Omar off US House foreign affairs panel,945,2023-02-02_3751.txt,62,2023-02-02
2023,3,30,Bezalel Smotrich’s ancestors would have told him he was lying,946,2023-03-30_3668.txt,61,2023-03-30
2023,4,9,The Deir Yassin massacre: Why it still matters 75 years later,946,2023-04-09_3638.txt,61,2023-04-09
2023,2,22,Israeli forces kill 11 Palestinians in Nablus raid,946,2023-02-22_3721.txt,50,2023-02-22
2023,5,18,Far-right Israelis shut down Jerusalem’s Old City with flag march,947,2023-05-18_3551.txt,65,2023-05-18
2023,2,28,Israel releases settlers arrested after anti-Palestinian attacks,949,2023-02-28_3703.txt,64,2023-02-28
2023,1,27,Gunman kills 7 people in occupied East Jerusalem attack,951,2023-01-27_3770.txt,55,2023-01-27
2023,2,17,US criticism of Israeli settlements is ‘meaningless’: Analysts,951,2023-02-17_3729.txt,62,2023-02-17
2023,1,31,Palestinians in Khan al-Ahmar stand ground amid displacement plan,952,2023-01-31_3756.txt,65,2023-01-31
2023,1,28,Israel’s Netanyahu vows ‘swift response’ to Jerusalem attack,955,2023-01-28_3768.txt,60,2023-01-28
2023,2,23,Gaza ‘waiting for war every moment’ as Israel tension surges,964,2023-02-23_3715.txt,60,2023-02-23
2023,2,27,Netanyahu says no freeze in settlement construction in West Bank,965,2023-02-27_3706.txt,64,2023-02-27
2023,6,19,Five Palestinians killed as Israeli forces raid West Bank camp,966,2023-06-19_3505.txt,62,2023-06-19
2023,5,17,What is ‘flag day’ in Jerusalem and why is it so controversial?,968,2023-05-17_3558.txt,63,2023-05-17
2023,5,12,‘Constant fear’ in Gaza as Israel continues assault,974,2023-05-12_3571.txt,51,2023-05-12
2023,6,5,"Israel bombed this Gaza house, turning antique collection to dust",978,2023-06-05_3525.txt,65,2023-06-05
2023,5,3,Press Freedom Day: US slammed over response to Abu Akleh killing,981,2023-05-03_3603.txt,64,2023-05-03
2023,4,6,Israel says more than 30 rockets fired from southern Lebanon,984,2023-04-06_3650.txt,60,2023-04-06
2023,5,28,"‘Day of mourning’: 200,000 Palestinian families lose UN food aid",986,2023-05-28_3537.txt,64,2023-05-28
2023,1,6,Palestine: Unite or die,987,2023-01-06_3803.txt,23,2023-01-06
2023,4,7,Who fired rockets into Israel from southern Lebanon?,998,2023-04-07_3644.txt,52,2023-04-07
2023,1,2,"Reporting in Gaza, a new year brings the same harsh reality",1010,2023-01-02_3817.txt,59,2023-01-02
2023,6,5,"US committed to Saudi-Israeli normalisation, Blinken tells AIPAC",1016,2023-06-05_3526.txt,64,2023-06-05
2023,2,9,Middle East roundup: Devastating earthquakes in Turkey and Syria,1020,2023-02-09_3740.txt,64,2023-02-09
2023,1,17,Analysis: Israeli government starts by pushing far-right agenda,1023,2023-01-17_3792.txt,63,2023-01-17
2023,5,14,Israeli demolition of Palestinian Bedouin homes spike in Naqab,1024,2023-05-14_3565.txt,62,2023-05-14
2023,1,4,Palestinian villagers in Masafer Yatta face immediate expulsion,1024,2023-01-04_3810.txt,63,2023-01-04
2023,5,25,‘War crime’: Israel forcibly transfers Palestinian village,1039,2023-05-25_3541.txt,58,2023-05-25
2023,5,11,Rashida Tlaib pushes for Palestinian Nakba recognition in US,1040,2023-05-11_3583.txt,60,2023-05-11
2023,5,2,"Arrests, hunger strikes, protests: The life of Khader Adnan",1044,2023-05-02_3608.txt,59,2023-05-02
2023,6,2,The Tories can never be true friends of Palestine,1045,2023-06-02_3529.txt,49,2023-06-02
2023,6,26,Anger as violent crime soars in Israel’s Palestinian communities,1052,2023-06-26_3479.txt,64,2023-06-26
2023,5,30,Walid Daqqa’s defiance and suffering while in Israeli custody,1052,2023-05-30_3533.txt,61,2023-05-30
2023,6,8,‘Enduring commitment’: Key takeaways from US-GCC joint statement,1059,2023-06-08_3520.txt,64,2023-06-08
2023,6,22,Why China can’t broker peace between Israel and Palestine,1059,2023-06-22_3490.txt,57,2023-06-22
2023,2,28,Twitter under fire for censoring Palestinian public figures,1062,2023-02-28_3704.txt,59,2023-02-28
2023,6,10,‘Collective punishment’: Israel demolishes Palestinian homes,1068,2023-06-10_3517.txt,60,2023-06-10
2023,4,5,Israeli forces attack worshippers in Al-Aqsa Mosque raid,1073,2023-04-05_3656.txt,56,2023-04-05
2023,2,3,Tensions simmer among Palestinian prisoners as Israel cracks down,1085,2023-02-03_3748.txt,65,2023-02-03
2023,3,31,Palestine advocates see opportunity in Biden-Netanyahu discord,1091,2023-03-31_3666.txt,62,2023-03-31
2023,5,18,Israel shuts down Palestinian life in Jerusalem for ‘flag march’,1094,2023-05-18_3554.txt,64,2023-05-18
2023,2,23,‘Catastrophic’: Palestinians recount fatal Israeli raid on Nablus,1102,2023-02-23_3716.txt,65,2023-02-23
2023,4,1,Stadium disaster justice loses in Indonesia U-20 World Cup furore,1108,2023-04-01_3665.txt,65,2023-04-01
2023,2,27,Tensions high in West Bank after deadly Israeli settler rampage,1116,2023-02-27_3707.txt,63,2023-02-27
2023,1,4,The menace lurking in Palestine’s beautiful green spaces,1125,2023-01-04_3811.txt,56,2023-01-04
2023,5,11,Shireen Abu Akleh killing: Advocates decry ‘abhorrent’ US stance,1130,2023-05-11_3581.txt,64,2023-05-11
2023,5,24,Israel postpones parole session for writer Walid Daqqa,1145,2023-05-24_3544.txt,54,2023-05-24
2023,2,27,"In West Bank, settler violence forcing out Palestinian Bedouins",1150,2023-02-27_3709.txt,63,2023-02-27
2023,2,15,Nikki Haley’s Israel advocacy defined her tenure at UN: Advocates,1159,2023-02-15_3730.txt,65,2023-02-15
2023,1,26,"Israel army kills 10 Palestinians, including elderly woman",1172,2023-01-26_3779.txt,58,2023-01-26
2023,5,11,Timeline: How US stance shifted on killing of Shireen Abu Akleh,1180,2023-05-11_3580.txt,63,2023-05-11
2023,5,2,How to ignore Israel’s apartheid: Learn from Ursula von der Leyen,1181,2023-05-02_3612.txt,65,2023-05-02
2023,5,31,‘Bullying’ campaign after US graduate speech criticises Israel,1190,2023-05-31_3531.txt,62,2023-05-31
2023,6,29,"Russia and Israel both kill children. Shame both, Mr Guterres",1191,2023-06-29_3474.txt,61,2023-06-29
2023,5,15,The Nakba: Five Palestinian towns massacred 75 years ago,1217,2023-05-15_3563.txt,56,2023-05-15
2023,2,8,Grief-stricken Palestinians recount deadly Israeli raids,1235,2023-02-08_3742.txt,56,2023-02-08
2023,5,15,‘We fled on foot’: Palestinians in US recall Nakba dispossession,1242,2023-05-15_3560.txt,64,2023-05-15
2023,4,12,Israeli protests: The clash of competing settler-colonial visions,1258,2023-04-12_3626.txt,65,2023-04-12
2023,1,19,Ukraine a ‘special case’: Is the WEF ‘hypocritical’ on Palestine?,1273,2023-01-19_3789.txt,65,2023-01-19
2023,2,14,Israel’s home demolitions a ‘war on nerves’ for Palestinians,1282,2023-02-14_3732.txt,60,2023-02-14
2023,5,18,"In Haifa, Israel sells Palestinian homes as luxury real estate",1284,2023-05-18_3556.txt,62,2023-05-18
2023,5,8,The Palestinians and Israelis embracing peace,1287,2023-05-08_3596.txt,45,2023-05-08
2023,6,17,Ban on Israelis could see Indonesia lose World Beach Games,1287,2023-06-17_3507.txt,58,2023-06-17
2023,2,21,Top US court refuses to review anti-BDS law. Here’s what it means,1300,2023-02-21_3723.txt,65,2023-02-21
2023,1,3,Israel far-right minister enters Al-Aqsa in ‘provocation’,1324,2023-01-03_3816.txt,57,2023-01-03
2023,1,18,"Deportation punishment for activism against Israel, Hammouri says",1333,2023-01-18_3790.txt,65,2023-01-18
2023,4,12,Who are the Jewish groups who enter Jerusalem’s Al-Aqsa compound?,1348,2023-04-12_3628.txt,65,2023-04-12
2023,1,10,"As Israeli raids continue, what comes next for the West Bank?",1351,2023-01-10_3799.txt,61,2023-01-10
2023,1,30,Jenin refugee camp residents defiant after deadly Israeli assault,1415,2023-01-30_3759.txt,65,2023-01-30
2023,4,11,‘Saved by a miracle’: Israel rocket attack on Lebanon spurs fears,1436,2023-04-11_3630.txt,65,2023-04-11
2023,5,15,The photo archive bringing pre-Nakba Jerusalem alive,1480,2023-05-15_3561.txt,52,2023-05-15
2023,6,20,Gaza’s blockade: Palestine’s Nakba lives on in new generations,1506,2023-06-20_3499.txt,62,2023-06-20
2023,5,29,Not just Israel’s Ben-Gvir: A new Al-Aqsa provocation is rising,1559,2023-05-29_3536.txt,63,2023-05-29
2023,5,17,"Before Flag Day, Hamas warns tensions turning more religious",1619,2023-05-17_3557.txt,60,2023-05-17
2023,6,1,‘We need protection’: Palestinians brace for Homesh resettlement,1646,2023-06-01_3530.txt,64,2023-06-01
2023,2,3,Fight over Israel’s judiciary as Palestinians look on,1651,2023-02-03_3749.txt,53,2023-02-03
2023,4,11,Palestinians face expulsions as Israel tightens hold on West Bank,1664,2023-04-11_3633.txt,65,2023-04-11
2023,6,27,Can the Palestinian Authority protect Palestinians from settlers?,1692,2023-06-27_3478.txt,65,2023-06-27
2023,5,11,Israel’s demolition surge: Schools become a primary target,1722,2023-05-11_3575.txt,58,2023-05-11
2023,6,22,‘He was my life’: The people killed by Israeli forces in Jenin,1771,2023-06-22_3491.txt,62,2023-06-22
2023,5,24,US elections 2024: Who is the Republican contender Ron DeSantis?,1840,2023-05-24_3543.txt,64,2023-05-24
2023,4,9,‘Death to Christians’: Violence steps up under new Israeli gov’t,1969,2023-04-09_3636.txt,64,2023-04-09
2023,6,4,‘Better to die there’: Palestinians mourn Ein Samiya displacement,2004,2023-06-04_3527.txt,65,2023-06-04
2023,5,22,Determined Palestinian youth pledge to fight for liberation,2241,2023-05-22_3546.txt,59,2023-05-22
2023,4,19,Murabitat: The Palestinian women defending Al-Aqsa,2770,2023-04-19_3619.txt,50,2023-04-19
2023,4,9,"Q&A: Noam Chomsky on Palestine, Israel and the state of the world",3464,2023-04-09_3637.txt,65,2023-04-09
